"av_wages_year_prev";"av_wages_year";"av_wages_quarter";"calculation_type";"calculation_code";"industry";"industry_code";"average_wages_growth";"average_wages_value_prev";"average_wages_value";"category_code";"category_name";"price";"price_year_prev";"price_year";"price_quarter";"price_growth";"price_growth_unit";"czechia_price_value_prev";"czechia_price_value";"amount_of_food_per_av_wages_prev";"amount_of_food_per_av_wages";"price_than_average_wages_growth"
2013;2014;4;pøepoètený;200;Stavebnictví;F;1.79;23910;24337;112201;Vepøová peèenì s kostí; Kè / 1 kg;2013;2014;4;-1.71;%;118.15;116.13;202.0;209.0;3.47
2013;2014;4;pøepoètený;200;Stavebnictví;F;1.79;23910;24337;112101;Hovìzí maso zadní bez kosti; Kè / 1 kg;2013;2014;4;-0.97;%;207.51;205.49;115.0;118.0;2.61
2013;2014;4;pøepoètený;200;Stavebnictví;F;1.79;23910;24337;111602;Tìstoviny vajeèné; Kè / 1 kg;2013;2014;4;0.87;%;42.35;42.72;564.0;569.0;0.89
2013;2014;4;pøepoètený;200;Stavebnictví;F;1.79;23910;24337;111303;Peèivo pšenièné bílé; Kè / 1 kg;2013;2014;4;-2.5;%;40.82;39.8;585.0;611.0;4.44
2013;2014;4;pøepoètený;200;Stavebnictví;F;1.79;23910;24337;111301;Chléb konzumní kmínový; Kè / 1 kg;2013;2014;4;-0.04;%;23.07;23.06;1036.0;1055.0;1.83
2013;2014;4;pøepoètený;200;Stavebnictví;F;1.79;23910;24337;111201;Pšenièná mouka hladká; Kè / 1 kg;2013;2014;4;-0.77;%;13.0;12.9;1839.0;1886.0;2.56
2013;2014;4;pøepoètený;200;Stavebnictví;F;1.79;23910;24337;111101;Rýže loupaná dlouhozrnná; Kè / 1 kg;2013;2014;4;2.99;%;34.77;35.81;687.0;679.0;-1.16
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;213201;Pivo výèepní, svìtlé, lahvové; Kè / 0,5 l;2013;2014;1;0.94;%;10.6;10.7;2120.0;2172.0;2.45
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;122102;Pøírodní minerální voda uhlièitá; Kè / 1 l;2013;2014;1;0.23;%;8.8;8.82;2553.0;2635.0;3.21
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;118101;Cukr krystalový; Kè / 1 kg;2013;2014;1;-1.68;%;24.47;24.06;918.0;966.0;5.23
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;117401;Konzumní brambory; Kè / 1 kg;2013;2014;1;25.7;%;13.93;17.51;1613.0;1327.0;-17.73
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;117106;Mrkev; Kè / 1 kg;2013;2014;1;9.38;%;15.46;16.91;1453.0;1374.0;-5.44
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;117103;Papriky; Kè / 1 kg;2013;2014;1;10.04;%;64.34;70.8;349.0;328.0;-6.02
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;117101;Rajská jablka èervená kulatá; Kè / 1 kg;2013;2014;1;12.46;%;43.01;48.37;522.0;480.0;-8.05
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;116104;Jablka konzumní; Kè / 1 kg;2013;2014;1;-1.56;%;32.13;31.63;699.0;735.0;5.15
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;116103;Banány žluté; Kè / 1 kg;2013;2014;1;-4.55;%;34.7;33.12;647.0;701.0;8.35
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;116101;Pomeranèe; Kè / 1 kg;2013;2014;1;3.39;%;27.1;28.02;829.0;829.0;0.0
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;115201;Rostlinný roztíratelný tuk; Kè / 1 kg;2013;2014;1;2.07;%;93.15;95.08;241.0;244.0;1.24
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;115101;Máslo; Kè / 1 kg;2013;2014;1;14.32;%;145.71;166.57;154.0;139.0;-9.74
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;114701;Vejce slepièí èerstvá; Kè / 10 ks;2013;2014;1;-14.48;%;35.63;30.47;630.0;763.0;21.11
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;114501;Eidamská cihla; Kè / 1 kg;2013;2014;1;26.01;%;130.11;163.95;172.0;141.0;-18.02
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;114401;Jogurt bílý netuèný; Kè / 150 g;2013;2014;1;16.76;%;7.4;8.64;3036.0;2690.0;-11.4
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;114201;Mléko polotuèné pasterované; Kè / 1 l;2013;2014;1;4.76;%;19.33;20.25;1162.0;1148.0;-1.2
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;112704;Šunkový salám; Kè / 1 kg;2013;2014;1;2.51;%;125.48;128.63;179.0;180.0;0.56
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;112401;Kuøata kuchaná celá; Kè / 1 kg;2013;2014;1;3.99;%;69.17;71.93;324.0;323.0;-0.31
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;112201;Vepøová peèenì s kostí; Kè / 1 kg;2013;2014;1;0.44;%;114.75;115.25;195.0;201.0;3.08
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;112101;Hovìzí maso zadní bez kosti; Kè / 1 kg;2013;2014;1;0.34;%;206.37;207.07;108.0;112.0;3.7
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;111602;Tìstoviny vajeèné; Kè / 1 kg;2013;2014;1;10.3;%;38.63;42.61;581.0;545.0;-6.2
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;111303;Peèivo pšenièné bílé; Kè / 1 kg;2013;2014;1;-8.4;%;44.53;40.79;504.0;569.0;12.9
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;111301;Chléb konzumní kmínový; Kè / 1 kg;2013;2014;1;0.57;%;22.95;23.08;979.0;1007.0;2.86
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;111201;Pšenièná mouka hladká; Kè / 1 kg;2013;2014;1;-0.67;%;13.34;13.25;1684.0;1754.0;4.16
2013;2014;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.46;22472;23249;111101;Rýže loupaná dlouhozrnná; Kè / 1 kg;2013;2014;1;1.6;%;34.42;34.97;652.0;664.0;1.84
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;213201;Pivo výèepní, svìtlé, lahvové; Kè / 0,5 l;2013;2014;2;-0.65;%;10.7;10.63;2131.0;2235.0;4.88
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;122102;Pøírodní minerální voda uhlièitá; Kè / 1 l;2013;2014;2;-1.9;%;8.94;8.77;2551.0;2709.0;6.19
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;118101;Cukr krystalový; Kè / 1 kg;2013;2014;2;-4.13;%;23.99;23.0;950.0;1033.0;8.74
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;117401;Konzumní brambory; Kè / 1 kg;2013;2014;2;-16.57;%;19.61;16.36;1163.0;1452.0;24.85
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;117106;Mrkev; Kè / 1 kg;2013;2014;2;-16.17;%;21.03;17.63;1084.0;1347.0;24.26
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;117103;Papriky; Kè / 1 kg;2013;2014;2;-9.56;%;75.23;68.04;303.0;349.0;15.18
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;117101;Rajská jablka èervená kulatá; Kè / 1 kg;2013;2014;2;-16.43;%;43.94;36.72;519.0;647.0;24.66
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;116104;Jablka konzumní; Kè / 1 kg;2013;2014;2;-4.7;%;35.11;33.46;649.0;710.0;9.4
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;116103;Banány žluté; Kè / 1 kg;2013;2014;2;2.6;%;33.11;33.97;688.0;699.0;1.6
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;116101;Pomeranèe; Kè / 1 kg;2013;2014;2;-3.81;%;30.21;29.06;754.0;817.0;8.36
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;115201;Rostlinný roztíratelný tuk; Kè / 1 kg;2013;2014;2;2.38;%;92.25;94.45;247.0;251.0;1.62
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;115101;Máslo; Kè / 1 kg;2013;2014;2;7.77;%;150.78;162.49;151.0;146.0;-3.31
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;114701;Vejce slepièí èerstvá; Kè / 10 ks;2013;2014;2;-1.44;%;30.56;30.12;746.0;788.0;5.63
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;114501;Eidamská cihla; Kè / 1 kg;2013;2014;2;16.41;%;133.46;155.36;170.0;152.0;-10.59
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;114401;Jogurt bílý netuèný; Kè / 150 g;2013;2014;2;14.97;%;7.48;8.6;3049.0;2762.0;-9.41
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;114201;Mléko polotuèné pasterované; Kè / 1 l;2013;2014;2;11.06;%;18.98;21.08;1201.0;1127.0;-6.16
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;112704;Šunkový salám; Kè / 1 kg;2013;2014;2;4.22;%;124.29;129.54;183.0;183.0;0.0
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;112401;Kuøata kuchaná celá; Kè / 1 kg;2013;2014;2;4.86;%;69.1;72.46;330.0;327.0;-0.91
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;112201;Vepøová peèenì s kostí; Kè / 1 kg;2013;2014;2;1.43;%;115.2;116.85;197.0;203.0;3.05
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;112101;Hovìzí maso zadní bez kosti; Kè / 1 kg;2013;2014;2;-1.52;%;207.12;203.97;110.0;116.0;5.45
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;111602;Tìstoviny vajeèné; Kè / 1 kg;2013;2014;2;4.89;%;40.9;42.9;557.0;553.0;-0.72
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;111303;Peèivo pšenièné bílé; Kè / 1 kg;2013;2014;2;-1.4;%;41.56;40.98;548.0;579.0;5.66
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;111301;Chléb konzumní kmínový; Kè / 1 kg;2013;2014;2;-1.07;%;23.27;23.02;980.0;1032.0;5.31
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;111201;Pšenièná mouka hladká; Kè / 1 kg;2013;2014;2;-3.76;%;13.57;13.06;1680.0;1819.0;8.27
2013;2014;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;4.18;22807;23760;111101;Rýže loupaná dlouhozrnná; Kè / 1 kg;2013;2014;2;0.14;%;34.9;34.95;653.0;679.0;3.98
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;213201;Pivo výèepní, svìtlé, lahvové; Kè / 0,5 l;2013;2014;3;4.17;%;10.32;10.75;2229.0;2202.0;-1.21
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;122102;Pøírodní minerální voda uhlièitá; Kè / 1 l;2013;2014;3;-1.88;%;8.5;8.34;2707.0;2838.0;4.84
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;118101;Cukr krystalový; Kè / 1 kg;2013;2014;3;-10.93;%;24.07;21.44;956.0;1104.0;15.48
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;117401;Konzumní brambory; Kè / 1 kg;2013;2014;3;-35.53;%;17.48;11.27;1316.0;2100.0;59.57
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;117106;Mrkev; Kè / 1 kg;2013;2014;3;-27.8;%;22.23;16.05;1035.0;1475.0;42.51
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;117103;Papriky; Kè / 1 kg;2013;2014;3;-4.72;%;55.06;52.46;417.0;451.0;8.15
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;117101;Rajská jablka èervená kulatá; Kè / 1 kg;2013;2014;3;32.66;%;24.74;32.82;930.0;721.0;-22.47
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;116104;Jablka konzumní; Kè / 1 kg;2013;2014;3;-19.71;%;39.53;31.74;582.0;745.0;28.01
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;116103;Banány žluté; Kè / 1 kg;2013;2014;3;-6.25;%;30.7;28.78;749.0;822.0;9.75
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;116101;Pomeranèe; Kè / 1 kg;2013;2014;3;-11.24;%;36.13;32.07;636.0;738.0;16.04
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;115201;Rostlinný roztíratelný tuk; Kè / 1 kg;2013;2014;3;-3.12;%;94.29;91.35;244.0;259.0;6.15
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;115101;Máslo; Kè / 1 kg;2013;2014;3;2.0;%;157.96;161.12;145.0;146.0;0.69
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;114701;Vejce slepièí èerstvá; Kè / 10 ks;2013;2014;3;12.28;%;27.03;30.35;851.0;780.0;-8.34
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;114501;Eidamská cihla; Kè / 1 kg;2013;2014;3;-0.43;%;145.6;144.98;158.0;163.0;3.16
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;114401;Jogurt bílý netuèný; Kè / 150 g;2013;2014;3;7.32;%;7.79;8.36;2953.0;2832.0;-4.1
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;114201;Mléko polotuèné pasterované; Kè / 1 l;2013;2014;3;7.6;%;19.21;20.67;1197.0;1145.0;-4.34
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;112704;Šunkový salám; Kè / 1 kg;2013;2014;3;2.28;%;126.5;129.38;181.0;182.0;0.55
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;112401;Kuøata kuchaná celá; Kè / 1 kg;2013;2014;3;5.8;%;67.75;71.68;339.0;330.0;-2.65
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;112201;Vepøová peèenì s kostí; Kè / 1 kg;2013;2014;3;1.62;%;115.41;117.28;199.0;201.0;1.01
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;112101;Hovìzí maso zadní bez kosti; Kè / 1 kg;2013;2014;3;-2.17;%;207.76;203.26;110.0;116.0;5.45
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;111602;Tìstoviny vajeèné; Kè / 1 kg;2013;2014;3;-0.47;%;42.13;41.93;546.0;564.0;3.3
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;111303;Peèivo pšenièné bílé; Kè / 1 kg;2013;2014;3;-1.05;%;41.02;40.59;560.0;583.0;4.11
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;111301;Chléb konzumní kmínový; Kè / 1 kg;2013;2014;3;-1.51;%;23.19;22.84;992.0;1036.0;4.44
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;111201;Pšenièná mouka hladká; Kè / 1 kg;2013;2014;3;-1.49;%;13.45;13.25;1710.0;1786.0;4.44
2013;2014;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.89;23011;23676;111101;Rýže loupaná dlouhozrnná; Kè / 1 kg;2013;2014;3;2.01;%;34.83;35.53;660.0;666.0;0.91
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;2000001;Kapr živý; Kè / 1 kg;2013;2014;4;-1.95;%;88.09;86.37;275.0;288.0;4.73
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;213201;Pivo výèepní, svìtlé, lahvové; Kè / 0,5 l;2013;2014;4;-1.23;%;10.58;10.45;2290.0;2382.0;4.02
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;122102;Pøírodní minerální voda uhlièitá; Kè / 1 l;2013;2014;4;1.49;%;8.71;8.84;2781.0;2816.0;1.26
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;118101;Cukr krystalový; Kè / 1 kg;2013;2014;4;-18.64;%;24.09;19.6;1005.0;1270.0;26.37
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;117401;Konzumní brambory; Kè / 1 kg;2013;2014;4;-46.41;%;16.72;8.96;1449.0;2778.0;91.72
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;117106;Mrkev; Kè / 1 kg;2013;2014;4;-8.75;%;15.65;14.28;1548.0;1743.0;12.6
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;117103;Papriky; Kè / 1 kg;2013;2014;4;-3.64;%;52.81;50.89;458.0;489.0;6.77
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;117101;Rajská jablka èervená kulatá; Kè / 1 kg;2013;2014;4;27.3;%;36.71;46.73;660.0;532.0;-19.39
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;116104;Jablka konzumní; Kè / 1 kg;2013;2014;4;-17.08;%;30.45;25.25;795.0;986.0;24.03
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;116103;Banány žluté; Kè / 1 kg;2013;2014;4;7.26;%;28.65;30.73;845.0;810.0;-4.14
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;116101;Pomeranèe; Kè / 1 kg;2013;2014;4;-7.65;%;32.04;29.59;756.0;841.0;11.24
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;115201;Rostlinný roztíratelný tuk; Kè / 1 kg;2013;2014;4;-2.37;%;93.52;91.3;259.0;272.0;5.02
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;115101;Máslo; Kè / 1 kg;2013;2014;4;-1.85;%;164.76;161.71;147.0;153.0;4.08
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;114701;Vejce slepièí èerstvá; Kè / 10 ks;2013;2014;4;14.14;%;28.72;32.78;843.0;759.0;-9.96
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;114501;Eidamská cihla; Kè / 1 kg;2013;2014;4;-12.95;%;158.7;138.15;152.0;180.0;18.42
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;114401;Jogurt bílý netuèný; Kè / 150 g;2013;2014;4;3.45;%;8.11;8.39;2987.0;2967.0;-0.67
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;114201;Mléko polotuèné pasterované; Kè / 1 l;2013;2014;4;4.79;%;19.85;20.8;1220.0;1197.0;-1.89
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;112704;Šunkový salám; Kè / 1 kg;2013;2014;4;1.17;%;128.67;130.17;188.0;191.0;1.6
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;112401;Kuøata kuchaná celá; Kè / 1 kg;2013;2014;4;-0.25;%;71.17;70.99;340.0;350.0;2.94
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;112201;Vepøová peèenì s kostí; Kè / 1 kg;2013;2014;4;-1.71;%;118.15;116.13;205.0;214.0;4.39
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;112101;Hovìzí maso zadní bez kosti; Kè / 1 kg;2013;2014;4;-0.97;%;207.51;205.49;116.0;121.0;4.31
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;111602;Tìstoviny vajeèné; Kè / 1 kg;2013;2014;4;0.87;%;42.35;42.72;572.0;582.0;1.75
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;111303;Peèivo pšenièné bílé; Kè / 1 kg;2013;2014;4;-2.5;%;40.82;39.8;593.0;625.0;5.4
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;111301;Chléb konzumní kmínový; Kè / 1 kg;2013;2014;4;-0.04;%;23.07;23.06;1050.0;1079.0;2.76
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;111201;Pšenièná mouka hladká; Kè / 1 kg;2013;2014;4;-0.77;%;13.0;12.9;1863.0;1930.0;3.6
2013;2014;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.76;24229;24898;111101;Rýže loupaná dlouhozrnná; Kè / 1 kg;2013;2014;4;2.99;%;34.77;35.81;696.0;695.0;-0.14
2013;2014;1;pøepoètený;200;Doprava a skladování;H;3.02;22506;23185;213201;Pivo výèepní, svìtlé, lahvové; Kè / 0,5 l;2013;2014;1;0.94;%;10.6;10.7;2123.0;2166.0;2.03
2013;2014;1;pøepoètený;200;Doprava a skladování;H;3.02;22506;23185;122102;Pøírodní minerální voda uhlièitá; Kè / 1 l;2013;2014;1;0.23;%;8.8;8.82;2557.0;2628.0;2.78
2013;2014;1;pøepoètený;200;Doprava a skladování;H;3.02;22506;23185;118101;Cukr krystalový; Kè / 1 kg;2013;2014;1;-1.68;%;24.47;24.06;919.0;963.0;4.79
2013;2014;1;pøepoètený;200;Doprava a skladování;H;3.02;22506;23185;117401;Konzumní brambory; Kè / 1 kg;2013;2014;1;25.7;%;13.93;17.51;1615.0;1324.0;-18.02
2013;2014;1;pøepoètený;200;Doprava a skladování;H;3.02;22506;23185;117106;Mrkev; Kè / 1 kg;2013;2014;1;9.38;%;15.46;16.91;1455.0;1371.0;-5.77
2013;2014;1;pøepoètený;200;Doprava a skladování;H;3.02;22506;23185;117103;Papriky; Kè / 1 kg;2013;2014;1;10.04;%;64.34;70.8;349.0;327.0;-6.3
2013;2014;1;pøepoètený;200;Doprava a skladování;H;3.02;22506;23185;117101;Rajská jablka èervená kulatá; Kè / 1 kg;2013;2014;1;12.46;%;43.01;48.37;523.0;479.0;-8.41
2013;2014;1;pøepoètený;200;Doprava a skladování;H;3.02;22506;23185;116104;Jablka konzumní; Kè / 1 kg;2013;2014;1;-1.56;%;32.13;31.63;700.0;733.0;4.71
2013;2014;1;pøepoètený;200;Doprava a skladování;H;3.02;22506;23185;116103;Banány žluté; Kè / 1 kg;2013;2014;1;-4.55;%;34.7;33.12;648.0;700.0;8.02
2013;2014;1;pøepoètený;200;Doprava a skladování;H;3.02;22506;23185;116101;Pomeranèe; Kè / 1 kg;2013;2014;1;3.39;%;27.1;28.02;830.0;827.0;-0.36
